"","Bacterial Host","Phage_Sequence","Protein_ID","Classified_by_EggNOG_or_PHROGS","COGG_Number","EggNOG_Annotation","PHROGS_Number","PHROGS_Annotation","AMG_or_Moron"
"202","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00186","Q","arCOG01791","Methyltransferase","-","-","Potential AMG"
"203","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00032","Ph","-","-","phrog_353","toxin","Unspecified Moron"
"204","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00172","0","","","-","-","-"
"205","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00187","S","arCOG00498","COG0491 Zn-dependent hydrolases, including glyoxylases","-","-","-"
"206","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00180","S","343AG","Putative mucin or carbohydrate-binding module","-","-","-"
"207","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00213","Ph","-","-","phrog_4681","antitoxin from a toxin-antitoxin system","Unspecified Moron"
"208","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00052","Ph","-","-","phrog_6142","baseplate assembly protein","-"
"209","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00212","0","","","-","-","-"
"210","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00267","S","331IF","unknown","-","-","-"
"211","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00129","Ph","-","-","phrog_2331","transposase","-"
"212","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00022","0","","","-","-","-"
"213","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00283","K","COG2732","(Barnase) inhibitor","-","-","-"
"214","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00191","Ph","-","-","phrog_8","transcriptional regulator","-"
"215","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00190","Ph","-","-","phrog_8","transcriptional regulator","-"
"216","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00044","Ph","-","-","phrog_2581","virion structural protein","-"
"217","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00165","S","4QBPM","","-","-","-"
"218","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00249","Ph","-","-","phrog_88","major tail protein","-"
"219","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00196","S","4QEX6","","-","-","-"
"220","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00076","0","","","-","-","-"
"221","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00240","Ph","-","-","phrog_361","terminase small subunit","-"
"222","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00133","F","arCOG02832","COG0737 5'-nucleotidase 2',3'-cyclic phosphodiesterase and related esterases","-","-","Potential AMG"
"223","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00199","S","4QC3C","","-","-","-"
"224","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00221","S","2ZMF3","unknown","-","-","-"
"225","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00090","Ph","-","-","phrog_3636","DNA binding protein","-"
"226","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00262","0","","","-","-","-"
"227","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00192","S","331QR","unknown","-","-","-"
"228","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00074","S","COG0488","(ABC) transporter","-","-","-"
"229","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00033","L","COG0863","Belongs to the N(4) N(6)-methyltransferase family","-","-","-"
"230","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00098","Ph","-","-","",NA,"-"
"231","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00150","0","","","-","-","-"
"232","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00018","Ph","-","-","phrog_19","DnaB-like replicative helicase","-"
"233","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00263","0","","","-","-","-"
"234","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00125","S","COG3863","Permuted papain-like amidase enzyme, YaeF/YiiX, C92 family","-","-","-"
"235","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00279","Ph","-","-","phrog_12965","DNA binding protein","-"
"236","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00092","Ph","-","-","phrog_293","ABC transporter","Unspecified Moron"
"237","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00243","Ph","-","-","phrog_94","head maturation protease","-"
"238","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00181","S","343AG","Putative mucin or carbohydrate-binding module","-","-","-"
"239","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00041","0","","","-","-","-"
"240","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00001","0","","","-","-","-"
"241","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00185","C","COG0039","L-malate dehydrogenase activity","-","-","Potential AMG"
"242","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00084","S","332AG","unknown","-","-","-"
"243","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00142","P","COG3546","catalase activity","-","-","Potential AMG"
"244","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00273","Ph","-","-","phrog_7037","tail fiber protein","-"
"245","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00227","S","33C23","unknown","-","-","-"
"246","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00035","Ph","-","-","phrog_15","terminase large subunit","-"
"247","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00114","Ph","-","-","phrog_2331","transposase","-"
"248","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00264","0","","","-","-","-"
"249","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00068","S","33IDB","unknown","-","-","-"
"250","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00003","S","COG2719","SpoVR family","-","-","-"
"251","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00214","0","","","-","-","-"
"252","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00006","Ph","-","-","phrog_8","transcriptional regulator","-"
"253","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00078","S","arCOG01994","membrane","-","-","-"
"254","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00132","0","","","-","-","-"
"255","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00230","Ph","-","-","phrog_93","endonuclease","-"
"256","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00145","K","COG3655","Transcriptional regulator","-","-","-"
"257","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00166","Ph","-","-","phrog_159","RuvC-like Holliday junction resolvase","-"
"258","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00247","Ph","-","-","phrog_5","tail completion or Neck1 protein","-"
"259","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00245","Ph","-","-","phrog_40","head-tail adaptor Ad1","-"
"260","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00120","Ph","-","-","phrog_18811","toxin","Unspecified Moron"
"261","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00147","S","4QC3C","","-","-","-"
"262","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00238","0","","","-","-","-"
"263","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00066","Ph","-","-","phrog_2331","transposase","-"
"264","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00080","S","COG2764","glyoxalase bleomycin resistance protein dioxygenase","-","-","-"
"265","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00023","S","33ART","YopX protein","-","-","-"
"266","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00269","P","COG2076","Multidrug Resistance protein","-","-","Potential AMG"
"267","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00188","Ph","-","-","phrog_1","integrase","-"
"268","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00149","Ph","-","-","phrog_130","anti-repressor Ant","-"
"269","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00109","Ph","-","-","phrog_157","transposase","-"
"270","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00268","K","arCOG02649","Bacterial regulatory proteins, tetR family","-","-","-"
"271","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00266","S","33CP1","unknown","-","-","-"
"272","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00091","S","COG4293","Protein conserved in bacteria","-","-","-"
"273","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00139","Ph","-","-","phrog_151","transposase","-"
"274","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00116","S","337YU","unknown","-","-","-"
"275","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00193","S","348UT","unknown","-","-","-"
"276","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00239","Ph","-","-","phrog_119","HNH endonuclease","-"
"277","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00164","0","","","-","-","-"
"278","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00067","S","33R9M","unknown","-","-","-"
"279","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00087","I","COG1182","Catalyzes the reductive cleavage of azo bond in aromatic azo compounds to the corresponding amines. Requires NADH, but not NADPH, as an electron donor for its activity","-","-","Potential AMG"
"280","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00121","S","32UIX","unknown","-","-","-"
"281","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00104","Ph","-","-","phrog_1220","head protein","-"
"282","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00261","0","","","-","-","-"
"283","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00030","S","33BWX","unknown","-","-","-"
"284","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00021","0","","","-","-","-"
"285","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00209","0","","","-","-","-"
"286","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00208","0","","","-","-","-"
"287","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00276","Ph","-","-","phrog_3088","amidase","-"
"288","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00200","S","4QEAN","","-","-","-"
"289","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00250","Ph","-","-","phrog_2115","tail protein","-"
"290","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00034","Ph","-","-","phrog_57","terminase small subunit","-"
"291","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00201","S","33J4E","unknown","-","-","-"
"292","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00134","S","2SQUZ","Bacitracin resistance protein BacA","-","-","Unspecified Moron"
"293","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00157","J","arCOG00502","PFAM beta-lactamase domain protein","-","-","-"
"294","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00047","Ph","-","-","phrog_55","head closure","-"
"295","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00206","0","","","-","-","-"
"296","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00270","Ph","-","-","phrog_1395","quaternary ammonium compound-resistance protein QacE","Unspecified Moron"
"297","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00026","Ph","-","-","phrog_159","RuvC-like Holliday junction resolvase","-"
"298","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00246","Ph","-","-","phrog_25","head closure Hc1","-"
"299","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00182","0","","","-","-","-"
"300","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00244","Ph","-","-","phrog_10","major head protein","-"
"301","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00110","S","301EI","STAS-like domain of unknown function (DUF4325)","-","-","-"
"302","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00118","Ph","-","-","phrog_18811","toxin","Unspecified Moron"
"303","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00265","0","","","-","-","-"
"304","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00229","Ph","-","-","phrog_256","DNA helicase","-"
"305","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00234","S","33BWX","unknown","-","-","-"
"306","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00065","0","","","-","-","-"
"307","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00202","0","","","-","-","-"
"308","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00058","S","4QCNP","","-","-","-"
"309","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00073","S","COG2718","Belongs to the UPF0229 family","-","-","-"
"310","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00140","0","","","-","-","-"
"311","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00203","0","","","-","-","-"
"312","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00194","Ph","-","-","phrog_373","anti-repressor","-"
"313","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00146","0","","","-","-","-"
"314","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00123","Ph","-","-","phrog_157","transposase","-"
"315","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00252","Ph","-","-","phrog_33","distal tail protein Dit","-"
"316","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00015","J","arCOG00502","PFAM beta-lactamase domain protein","-","-","-"
"317","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00020","S","33I1I","unknown","-","-","-"
"318","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00079","0","","","-","-","-"
"319","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00019","S","4QGFE","","-","-","-"
"320","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00085","S","COG3377","Domain of unknown function (DUF1805)","-","-","-"
"321","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00278","0","","","-","-","-"
"322","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00070","Ph","-","-","phrog_38199","membrane associated protein","Unspecified Moron"
"323","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00108","S","327FB","CENP-B N-terminal DNA-binding domain","-","-","-"
"324","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00177","K","COG1278","Cold shock","-","-","-"
"325","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00241","Ph","-","-","phrog_9","terminase large subunit","-"
"326","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00189","S","4QCCB","Pfam:Peptidase_M78","-","-","-"
"327","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00220","0","","","-","-","-"
"328","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00064","S","33C4R","unknown","-","-","-"
"329","Paenibacillus larvae","ADFW01000001.1||0_partial_1","ADFW01000001.1||0_partial_1__00126","0","","","-","-","-"
