FNA File,Organism_BS,Organism_AS,Filename_BS,Filename_AS,Assembly-name_AS,Strain_AS,Taxid_AS,BioSample_AS,BioProject_AS,Submitter_AS,Date_AS,Assembly-type_AS,Release-type_AS,Assembly-level_AS,Genome-representation_AS,Assembly-method_AS,Genome-coverage_AS,Sequencing-technology_AS,RefSeq-category_AS,GenBank-assembly-accession_AS,RefSeq-assembly-accession_AS,RefSeq-assembly-and-GenBank-assemblies-identical_AS,BioSample_BS,SampleName_BS,SRA_BS,/strain_BS,/collection-date_BS,/broad-scale-environmental-context_BS,/local-scale-environmental-context_BS,/environmental-medium_BS,/geographic-location_BS,/host_BS,/isolation-and-growth-condition_BS,/latitude-and-longitude_BS,/number-of-replicons_BS,/reference-for-biomaterial_BS,WGS-project_AS,Expected-final-version_AS,Relation-to-type-material_AS,/type-material_BS,/isolation-source_BS,/collected-by_BS,/sample-type_BS,/culture-collection_BS,/biomaterial-provider_BS,/Assembly-Method_BS,/Assembly-Name_BS,/Genome-Coverage_BS,/Sequencing-Technology_BS,/identified-by_BS,/host-disease_BS,Isolate_AS,Excluded-from-RefSeq_AS,/enviironmental-sample_BS,/metagenomic_BS,/isolate_BS,/note_BS,Single-cell-amplification_AS,/investigation-type_BS,/project-name_BS,/environmental-package_BS,/host-tissue-sampled_BS,/sample-name_BS,/estimated-size_BS,/locus_tag_prefix_BS,/altitude_BS,/temperature_BS,/Host-health_BS,/host-description_BS,/Alias_BS,/Broker-name_BS,/ENA-checklist_BS,/INSDC-center-alias_BS,/INSDC-center-name_BS,/INSDC-first-public_BS,/INSDC-last-update_BS,/INSDC-status_BS,/SRA-accession_BS,/Title_BS,/host-growth-conditions_BS,/host-life-stage_BS,/host-sex_BS,/genotype_BS,/Misc._BS,/sub-species_BS,/component-organism_BS,/substrain_BS,/subsource-note_BS,Reference-guided-assembly_AS,/finishing-strategy-(depth-of-coverage)_BS,/sop_BS,/project_type_BS,/source-material-identifiers_BS,/misc_param:-HMP-body-site_BS,/nucleic-acid-extraction_BS,/host-taxonomy-ID_BS,/assembly_BS,/misc_param:-HMP-supersite_BS,/sequencing-method_BS
GiApicola_Gris32.fna,Gilliamella apicola,Gilliamella apicola (g-proteobacteria),GiApicola_Gris32_BS.txt,GiApicola_Gris32_AS.txt,ASM169034v1,Gris3-2,1196095,SAMN05179606,PRJNA323464,University of Texas at Austin,7/21/16,na,major,Contig,full,MaSuRCA v. 3.1.0,12.0x,Illumina MiSeq,N/A,GCA_001690345.1,GCF_001690345.1,yes,SAMN05179606,Gilliamella apicola strain Gris3-2,"Neither pattern for SRA (""(SRS\d*)"" NOR ""SRA: .{20}"") found a match. Here is the whole line: Identifiers: BioSample: SAMN05179606; Sample name: Gilliamella apicola strain Gris3-2",Gris3-2,2012,N/A,N/A,N/A,USA: Austin,Bombus griseocollis,N/A,N/A,N/A,N/A,LZHB01,yes,N/A,N/A,N/A,N/A,cell culture,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GiApicola_HK2.fna,Gilliamella apicola,Gilliamella apicola (g-proteobacteria),GiApicola_HK2_BS.txt,GiApicola_HK2_AS.txt,ASM169026v1,HK2,1196095,SAMN05179619,PRJNA323464,University of Texas at Austin,7/21/16,na,major,Contig,full,MaSuRCA v. 3.1.0,12.0x,Illumina MiSeq,N/A,GCA_001690265.1,GCF_001690265.1,yes,SAMN05179619,Gilliamella apicola strain HK2,"Neither pattern for SRA (""(SRS\d*)"" NOR ""SRA: .{20}"") found a match. Here is the whole line: Identifiers: BioSample: SAMN05179619; Sample name: Gilliamella apicola strain HK2",HK2,2012,N/A,N/A,N/A,USA: Austin,Bombus pensylvanicus,N/A,N/A,N/A,N/A,LZGV01,yes,N/A,N/A,N/A,N/A,cell culture,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GiApicola_HK7.fna,Gilliamella apicola,Gilliamella apicola (g-proteobacteria),GiApicola_HK7_BS.txt,GiApicola_HK7_AS.txt,ASM169079v1,HK7,1196095,SAMN05179620,PRJNA323464,University of Texas at Austin,7/21/16,na,major,Contig,full,MaSuRCA v. 3.1.0,12.0x,Illumina MiSeq,N/A,GCA_001690795.1,GCF_001690795.1,yes,SAMN05179620,Gilliamella apicola strain HK7,"Neither pattern for SRA (""(SRS\d*)"" NOR ""SRA: .{20}"") found a match. Here is the whole line: Identifiers: BioSample: SAMN05179620; Sample name: Gilliamella apicola strain HK7",HK7,2012,N/A,N/A,N/A,USA: Austin,Bombus pensylvanicus,N/A,N/A,N/A,N/A,LZGU01,yes,N/A,N/A,N/A,N/A,cell culture,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GiApicola_Imp11.fna,Gilliamella apicola,Gilliamella apicola (g-proteobacteria),GiApicola_Imp11_BS.txt,GiApicola_Imp11_AS.txt,ASM169041v1,Imp1-1,1196095,SAMN05179612,PRJNA323464,University of Texas at Austin,7/21/16,na,major,Contig,full,MaSuRCA v. 3.1.0,12.0x,Illumina MiSeq,N/A,GCA_001690415.1,GCF_001690415.1,yes,SAMN05179612,Gilliamella apicola strain Imp1-1,"Neither pattern for SRA (""(SRS\d*)"" NOR ""SRA: .{20}"") found a match. Here is the whole line: Identifiers: BioSample: SAMN05179612; Sample name: Gilliamella apicola strain Imp1-1",Imp1-1,2012,N/A,N/A,N/A,USA: Austin,Bombus impatiens,N/A,N/A,N/A,N/A,LZHK01,yes,N/A,N/A,N/A,N/A,cell culture,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GiApicola_Imp16.fna,Gilliamella apicola,Gilliamella apicola (g-proteobacteria),GiApicola_Imp16_BS.txt,GiApicola_Imp16_AS.txt,ASM169042v1,Imp1-6,1196095,SAMN05179613,PRJNA323464,University of Texas at Austin,7/21/16,n/a,major,Contig,full,MaSuRCA v. 3.1.0,12.0x,Illumina MiSeq,N/A,GCA_001690425.1,GCF_001690425.1,yes,SAMN05179613,Gilliamella apicola strain Imp1-6,"Neither pattern for SRA (""(SRS\d*)"" NOR ""SRA: .{20}"") found a match. Here is the whole line: Identifiers: BioSample: SAMN05179613; Sample name: Gilliamella apicola strain Imp1-6",Imp1-6,2012,N/A,N/A,N/A,USA: Austin,Bombus impatiens,N/A,N/A,N/A,N/A,LZHL01,Yes,N/A,N/A,N/A,N/A,cell culture,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GiApicola_M63G.fna,Gilliamella apicola,Gilliamella apicola (g-proteobacteria),GiApicola_M63G_BS.txt,GiApicola_M63G_AS.txt,ASM172387v1,N/A,1196095,SAMN05439824,PRJNA331189,University of Texas at Austin,9/13/16,na,major,Contig,full,MaSuRCA v. v.3.1.0,100.0x,Illumina MiSeq,N/A,GCA_001723875.1,N/A,N/A,SAMN05439824,M6-3G,"Neither pattern for SRA (""(SRS\d*)"" NOR ""SRA: .{20}"") found a match. Here is the whole line: Identifiers: BioSample: SAMN05439824; Sample name: M6-3G",N/A,1-Jan-12,N/A,N/A,N/A,USA,Apis mellifera,N/A,30.260549927069942 N 97.73334503173828 W,N/A,N/A,MCIU01,yes,N/A,N/A,enrichment culture from gut homogenate,N/A,metagenomic assembly,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,M6-3G,derived from environmental source,TRUE,TRUE,M6-3G,co-cultured with Gilliamella apicola P46G in BioSample: SAMN05439825,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GiApicola_N10.fna,Gilliamella apicola,Gilliamella apicola (g-proteobacteria),GiApicola_N10_BS.txt,GiApicola_N10_AS.txt,ASM214178v1,N10,1196095,SAMN05603523,PRJNA339422,Norwegian University of Life Sciences (NMBU),5/16/17,na,major,Contig,full,SPAdes v. 3.0,30.0x,Illumina MiSeq,N/A,GCA_002141785.1,GCF_002141785.1,yes,SAMN05603523,N10,"Neither pattern for SRA (""(SRS\d*)"" NOR ""SRA: .{20}"") found a match. Here is the whole line: Identifiers: BioSample: SAMN05603523; Sample name: N10",N10,2011-07,fields,Beehive,Gut,Norway:Aas,Apis mellifera,missing,Not collected,Not applicable,missing,NARV01,yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GiApicola_N1212.fna,Gilliamella apicola,Gilliamella apicola (g-proteobacteria),GiApicola_N1212_BS.txt,GiApicola_N1212_AS.txt,ASM208882v1,N-12-12,1196095,SAMN05603505,PRJNA339422,Norwegian University of Life Sciences (NMBU),4/13/17,na,major,Contig,full,SPAdes v. 3.0,19.0x,Illumina MiSeq,N/A,GCA_002088825.1,GCF_002088825.1,yes,SAMN05603505,N-12-12,"Neither pattern for SRA (""(SRS\d*)"" NOR ""SRA: .{20}"") found a match. Here is the whole line: Identifiers: BioSample: SAMN05603505; Sample name: N-12-12",N-12-12,2011-07,fields,Beehive,Gut,Norway:Aas,Apis mellifera,missing,Not collected,Not applicable,missing,NAHT01,yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GiApicola_N1512.fna,Gilliamella apicola,Gilliamella apicola (g-proteobacteria),GiApicola_N1512_BS.txt,GiApicola_N1512_AS.txt,ASM208890v1,N-15-12,1196095,SAMN05603509,PRJNA339422,Norwegian University of Life Sciences (NMBU),4/13/17,na,major,Contig,full,SPAdes v. 3.0,19.0x,Illumina MiSeq,N/A,GCA_002088905.1,GCF_002088905.1,yes,SAMN05603509,N-15-12,"Neither pattern for SRA (""(SRS\d*)"" NOR ""SRA: .{20}"") found a match. Here is the whole line: Identifiers: BioSample: SAMN05603509; Sample name: N-15-12",N-15-12,2011-07,fields,Beehive,Gut,Norway:Aas,Apis mellifera,missing,Not collected,Not applicable,missing,NAHX01,yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GiApicola_N22.fna,Gilliamella apicola,Gilliamella apicola (g-proteobacteria),GiApicola_N22_BS.txt,GiApicola_N22_AS.txt,ASM214228v1,N-22,1196095,SAMN05603549,PRJNA339422,Norwegian University of Life Sciences (NMBU),5/16/17,na,major,Contig,full,SPAdes v. 3.0,23.0x,Illumina MiSeq,N/A,GCA_002142285.1,GCF_002142285.1,yes,SAMN05603549,N-22,"Neither pattern for SRA (""(SRS\d*)"" NOR ""SRA: .{20}"") found a match. Here is the whole line: Identifiers: BioSample: SAMN05603549; Sample name: N-22",N-22,2011-07,fields,Beehive,Gut,Norway:Aas,Apis mellifera,missing,Not collected,Not applicable,missing,NASB01,yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GiApicola_N28.fna,Gilliamella apicola,Gilliamella apicola (g-proteobacteria),GiApicola_N28_BS.txt,GiApicola_N28_AS.txt,ASM214234v1,N-28,1196095,SAMN05603550,PRJNA339422,Norwegian University of Life Sciences (NMBU),5/16/17,na,major,Contig,full,SPAdes v. 3.0,11.0x,Illumina MiSeq,N/A,GCA_002142345.1,GCF_002142345.1,yes,SAMN05603550,N-28,"Neither pattern for SRA (""(SRS\d*)"" NOR ""SRA: .{20}"") found a match. Here is the whole line: Identifiers: BioSample: SAMN05603550; Sample name: N-28",N-28,2011-07,fields,Beehive,Gut,Norway:Aas,Apis mellifera,missing,Not collected,Not applicable,missing,NASC01,yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GiApicola_N2.fna,Gilliamella apicola,Gilliamella apicola (g-proteobacteria),GiApicola_N2_BS.txt,GiApicola_N2_AS.txt,ASM214185v1,N2,1196095,SAMN05603524,PRJNA339422,Norwegian University of Life Sciences (NMBU),5/16/17,na,major,Contig,full,SPAdes v. 3.0,40.0x,Illumina MiSeq,N/A,GCA_002141855.1,GCF_002141855.1,yes,SAMN05603524,N2,"Neither pattern for SRA (""(SRS\d*)"" NOR ""SRA: .{20}"") found a match. Here is the whole line: Identifiers: BioSample: SAMN05603524; Sample name: N2",N2,2011-07,fields,Beehive,Gut,Norway:Aas,Apis mellifera,missing,Not collected,Not applicable,missing,NARW01,yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GiApicola_N4.fna,Gilliamella apicola,Gilliamella apicola (g-proteobacteria),GiApicola_N4_BS.txt,GiApicola_N4_AS.txt,ASM214163v1,N4,1196095,SAMN05603515,PRJNA339422,Norwegian University of Life Sciences (NMBU),5/16/17,na,major,Contig,full,SPAdes v. 3.0,36.0x,Illumina MiSeq,N/A,GCA_002141635.1,GCF_002141635.1,yes,SAMN05603515,N4,"Neither pattern for SRA (""(SRS\d*)"" NOR ""SRA: .{20}"") found a match. Here is the whole line: Identifiers: BioSample: SAMN05603515; Sample name: N4",N4,2011-07,fields,Beehive,Gut,Norway:Aas,Apis mellifera,missing,Not collected,Not applicable,missing,NARN01,yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GiApicola_N6.fna,Gilliamella apicola,Gilliamella apicola (g-proteobacteria),GiApicola_N6_BS.txt,GiApicola_N6_AS.txt,ASM214188v1,N6,1196095,SAMN05603529,PRJNA339422,Norwegian University of Life Sciences (NMBU),5/16/17,na,major,Contig,full,SPAdes v. 3.0,28.0x,Illumina MiSeq,N/A,GCA_002141885.1,GCF_002141885.1,yes,SAMN05603529,N6,"Neither pattern for SRA (""(SRS\d*)"" NOR ""SRA: .{20}"") found a match. Here is the whole line: Identifiers: BioSample: SAMN05603529; Sample name: N6",N6,2011-07,fields,Beehive,Gut,Norway:Aas,Apis mellifera,missing,Not collected,Not applicable,missing,NARZ01,yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GiApicola_N94.fna,Gilliamella apicola,Gilliamella apicola (g-proteobacteria),GiApicola_N94_BS.txt,GiApicola_N94_AS.txt,ASM208889v1,N-9-4,1196095,SAMN05603508,PRJNA339422,Norwegian University of Life Sciences (NMBU),4/13/17,na,major,Contig,full,SPAdes v. 3.0,18.0x,Illumina MiSeq,N/A,GCA_002088895.1,GCF_002088895.1,yes,SAMN05603508,N-9-4,"Neither pattern for SRA (""(SRS\d*)"" NOR ""SRA: .{20}"") found a match. Here is the whole line: Identifiers: BioSample: SAMN05603508; Sample name: N-9-4",N-9-4,2011-07,fields,Beehive,Gut,Norway:Aas,Apis mellifera,missing,Not collected,Not applicable,missing,NAHW01,yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GiApicola_NG5.fna,Gilliamella apicola,Gilliamella apicola (g-proteobacteria),GiApicola_NG5_BS.txt,GiApicola_NG5_AS.txt,ASM214226v1,N-G5,1196095,SAMN05603547,PRJNA339422,Norwegian University of Life Sciences (NMBU),5/16/17,na,major,Contig,full,SPAdes v. 3.0,23.0x,Illumina MiSeq,N/A,GCA_002142265.1,GCF_002142265.1,yes,SAMN05603547,N-G5,"Neither pattern for SRA (""(SRS\d*)"" NOR ""SRA: .{20}"") found a match. Here is the whole line: Identifiers: BioSample: SAMN05603547; Sample name: N-G5",N-G5,2011-07,fields,Beehive,Gut,Norway:Aas,Apis mellifera,missing,Not collected,Not applicable,missing,NASA01,yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GiApicola_NO10.fna,Gilliamella apicola,Gilliamella apicola (g-proteobacteria),GiApicola_NO10_BS.txt,GiApicola_NO10_AS.txt,ASM208884v1,NO10,1196095,SAMN05603506,PRJNA339422,Norwegian University of Life Sciences (NMBU),4/13/17,na,major,Contig,full,SPAdes v. 3.0,12.0x,Illumina MiSeq,N/A,GCA_002088845.1,GCF_002088845.1,yes,SAMN05603506,NO10,"Neither pattern for SRA (""(SRS\d*)"" NOR ""SRA: .{20}"") found a match. Here is the whole line: Identifiers: BioSample: SAMN05603506; Sample name: NO10",NO10,2011-07,fields,Beehive,Gut,Norway:Aas,Apis mellifera,missing,Not collected,Not applicable,missing,NAHU01,yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GiApicola_NO5.fna,Gilliamella apicola,Gilliamella apicola (g-proteobacteria),GiApicola_NO5_BS.txt,GiApicola_NO5_AS.txt,ASM208885v1,NO5,1196095,SAMN05603507,PRJNA339422,Norwegian University of Life Sciences (NMBU),4/13/17,na,major,Contig,full,SPAdes v. 3.0,28.0x,Illumina MiSeq,N/A,GCA_002088855.1,GCF_002088855.1,yes,SAMN05603507,NO5,"Neither pattern for SRA (""(SRS\d*)"" NOR ""SRA: .{20}"") found a match. Here is the whole line: Identifiers: BioSample: SAMN05603507; Sample name: NO5",NO5,2011-07,fields,Beehive,Gut,Norway:Aas,Apis mellifera,missing,Not collected,Not applicable,missing,NAHV01,yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GiApicola_NO6.fna,Gilliamella apicola,Gilliamella apicola (g-proteobacteria),GiApicola_NO6_BS.txt,GiApicola_NO6_AS.txt,ASM208879v1,NO6,1196095,SAMN05603503,PRJNA339422,Norwegian University of Life Sciences (NMBU),4/13/17,na,major,Contig,full,SPAdes v. 3.0,38.0x,Illumina MiSeq,N/A,GCA_002088795.1,GCF_002088795.1,yes,SAMN05603503,NO6,"Neither pattern for SRA (""(SRS\d*)"" NOR ""SRA: .{20}"") found a match. Here is the whole line: Identifiers: BioSample: SAMN05603503; Sample name: NO6",NO6,2011-07,fields,Beehive,Gut,Norway:Aas,Apis mellifera,missing,Not collected,Not applicable,missing,NAHR01,yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GiApicola_NO8.fna,Gilliamella apicola,Gilliamella apicola (g-proteobacteria),GiApicola_NO8_BS.txt,GiApicola_NO8_AS.txt,ASM208881v1,NO8,1196095,SAMN05603504,PRJNA339422,Norwegian University of Life Sciences (NMBU),4/13/17,na,major,Contig,full,SPAdes v. 3.0,13.0x,Illumina MiSeq,N/A,GCA_002088815.1,GCF_002088815.1,yes,SAMN05603504,NO8,"Neither pattern for SRA (""(SRS\d*)"" NOR ""SRA: .{20}"") found a match. Here is the whole line: Identifiers: BioSample: SAMN05603504; Sample name: NO8",NO8,2011-07,fields,Beehive,Gut,Norway:Aas,Apis mellifera,missing,Not collected,Not applicable,missing,NAHS01,yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GiApicola_Nev31.fna,Gilliamella apicola,Gilliamella apicola (g-proteobacteria),GiApicola_Nev31_BS.txt,GiApicola_Nev31_AS.txt,ASM169043v1,Nev3-1,1196095,SAMN05179614,PRJNA323464,University of Texas at Austin,7/21/16,na,major,Contig,full,MaSuRCA v. 3.1.0,12.0x,Illumina MiSeq,N/A,GCA_001690435.1,GCF_001690435.1,yes,SAMN05179614,Gilliamella apicola strain Nev3-1,"Neither pattern for SRA (""(SRS\d*)"" NOR ""SRA: .{20}"") found a match. Here is the whole line: Identifiers: BioSample: SAMN05179614; Sample name: Gilliamella apicola strain Nev3-1",Nev3-1,2012,N/A,N/A,N/A,USA: Austin,Bombus nevadensis,N/A,N/A,N/A,N/A,LZHN01,yes,N/A,N/A,N/A,N/A,cell culture,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
