protein	nogbit	nogcat	nogdomain	nogevalue	noghit	nogname
ADFW01000001.1||0_partial_1__00231	247.3	L	Bacteria	5.00E-74	COG0553	"Transcription regulator that activates transcription by stimulating RNA polymerase (RNAP) recycling in case of stress conditions such as supercoiled DNA or high salt concentrations. Probably acts by releasing the RNAP, when it is trapped or immobilized on tightly supercoiled DNA. Does not activate transcription on linear DNA. Probably not involved in DNA repair"
ADFW01000001.1||0_partial_1__00232	89.1	S	Bacteria	5.00E-25	33BW7	Protein of unknwon function (DUF3310)
ADFW01000001.1||0_partial_1__00233	286.3	S	Bacteria	1.30E-85	33WCR	unknown
ADFW01000001.1||0_partial_1__00234	136.1	S	Bacteria	3.20E-40	33BWX	unknown
ADFW01000001.1||0_partial_1__00235	98.1	S	Bacteria	2.40E-28	2ZN7G	"HicA toxin of bacterial toxin-antitoxin,"
ADFW01000001.1||0_partial_1__00236	70	S	Bacteria	3.10E-19	COG4226	protein encoded in hypervariable junctions of pilus gene clusters
ADFW01000001.1||0_partial_1__00237	74.3	S	Bacteria	7.80E-21	33G8I	unknown
ADFW01000001.1||0_partial_1__00239	70.3	S	Bacteria	1.40E-19	334K9	unknown
ADFW01000001.1||0_partial_1__00240	89.3	S	Virus	2.10E-25	4QBS6	"Phage terminase, small subunit"
ADFW01000001.1||0_partial_1__00241	540	S	Virus	5.30E-162	4QBV3	Phage Terminase
ADFW01000001.1||0_partial_1__00242	249.5	S	Virus	5.90E-74	4QAYV	Phage portal protein
ADFW01000001.1||0_partial_1__00243	231.8	OU	Bacteria	2.10E-68	COG0740	serine-type endopeptidase activity
ADFW01000001.1||0_partial_1__00244	107.5	S	Bacteria	1.10E-30	COG4653	Phage capsid family
ADFW01000001.1||0_partial_1__00245	88	S	Bacteria	2.40E-25	33KVS	Phage gp6-like head-tail connector protein
ADFW01000001.1||0_partial_1__00246	110.1	S	Virus	5.50E-32	4QB12	Phage head-tail joining protein
ADFW01000001.1||0_partial_1__00247	60.7	S	Bacteria	1.50E-16	3300D	"Phage protein, HK97 gp10 family"
ADFW01000001.1||0_partial_1__00248	105.2	S	Bacteria	1.90E-30	31NGD	unknown
ADFW01000001.1||0_partial_1__00249	219.1	S	Bacteria	3.80E-65	2Z904	"phage major tail protein, phi13 family"
ADFW01000001.1||0_partial_1__00250	77.2	S	Bacteria	7.60E-22	338TW	unknown
ADFW01000001.1||0_partial_1__00251	113.6	S	Virus	9.90E-33	4QCW9	
ADFW01000001.1||0_partial_1__00252	111.7	S	Bacteria	4.80E-32	COG4722	phage tail
ADFW01000001.1||0_partial_1__00253	445.8	S	Bacteria	1.00E-133	2Z9TX	Siphovirus ReqiPepy6 Gp37-like protein
ADFW01000001.1||0_partial_1__00254	368.6	S	Virus	3.10E-110	4QCYA	cell adhesion
ADFW01000001.1||0_partial_1__00255	223.3	S	Virus	3.40E-67	4QCNP	
ADFW01000001.1||0_partial_1__00256	119.6	S	Virus	3.80E-35	4QEHA	
ADFW01000001.1||0_partial_1__00257	167.9	S	Virus	4.60E-50	4QDII	Pfam:Holin_BhlA
ADFW01000001.1||0_partial_1__00258	111.2	M	Bacteria	4.70E-32	COG5632	N-Acetylmuramoyl-L-alanine amidase
ADFW01000001.1||0_partial_1__00259	149.8	S	Virus	1.70E-44	4QCKR	
ADFW01000001.1||0_partial_1__00266	48.4	S	Bacteria	6.40E-13	33CP1	unknown
ADFW01000001.1||0_partial_1__00267	177.1	S	Bacteria	5.40E-52	331IF	unknown
ADFW01000001.1||0_partial_1__00268	68.4	K	Archaea	7.10E-19	arCOG02649	"Bacterial regulatory proteins, tetR family"
ADFW01000001.1||0_partial_1__00269	88	P	Bacteria	7.50E-25	COG2076	Multidrug Resistance protein
ADFW01000001.1||0_partial_1__00270	100.3	P	Archaea	6.00E-29	arCOG04559	COG2076 Membrane transporters of cations and cationic drugs
ADFW01000001.1||0_partial_1__00272	48.8	S	Virus	4.60E-13	4QBSC	Phage tail protein (Tail_P2_I)
ADFW01000001.1||0_partial_1__00273	25.1	S	Bacteria	1.40E-05	COG5301	"cellulose 1,4-beta-cellobiosidase activity"
ADFW01000001.1||0_partial_1__00274	49.9	S	Bacteria	3.50E-13	309IZ	unknown
ADFW01000001.1||0_partial_1__00275	95.3	S	Bacteria	1.40E-27	2ZIVE	unknown
ADFW01000001.1||0_partial_1__00276	111.1	M	Bacteria	4.80E-32	COG5632	N-Acetylmuramoyl-L-alanine amidase
ADFW01000001.1||0_partial_1__00277	54.2	S	Virus	1.10E-14	4QCKR	
ADFW01000001.1||0_partial_1__00279	101.9	L	Archaea	3.80E-29	arCOG02129	Transposase and inactivated derivatives
ADFW01000001.1||0_partial_1__00280	85.6	L	Archaea	3.00E-24	arCOG02128	COG3415 Transposase and inactivated derivatives
ADFW01000001.1||0_partial_1__00281	52.5	Q	Archaea	4.00E-14	arCOG03588	Methyltransferase
ADFW01000001.1||0_partial_1__00282	85.3	S	Archaea	4.00E-24	arCOG14908	ribonuclease
ADFW01000001.1||0_partial_1__00283	92.7	K	Bacteria	3.60E-26	COG2732	(Barnase) inhibitor
ADFW01000001.1||0_partial_1__00284	149.6	S	Bacteria	8.10E-44	2ZMSB	unknown
ADFW01000001.1||1_partial_1__00001	235.4	S	Bacteria	4.00E-70	30JW8	unknown
ADFW01000001.1||1_partial_1__00002	96.1	L	Bacteria	2.30E-27	COG2963	transposase activity
ADFW01000001.1||1_partial_1__00003	203	S	Virus	7.20E-60	4QBRE	Integrase core domain
ADFW01000001.1||1_partial_1__00004	34.6	S	Bacteria	1.10E-08	33V88	unknown
ADFW01000001.1||1_partial_1__00005	219.1	S	Bacteria	4.70E-65	33DAK	Putative amidase domain
ADFW01000001.1||1_partial_1__00007	172.1	S	Virus	1.90E-51	4QCKR	
ADFW01000001.1||1_partial_1__00008	111.3	M	Bacteria	4.20E-32	COG5632	N-Acetylmuramoyl-L-alanine amidase
ADFW01000001.1||1_partial_1__00009	178.4	S	Virus	2.30E-53	4QDII	Pfam:Holin_BhlA
ADFW01000001.1||1_partial_1__00010	131.1	S	Virus	9.20E-39	4QEHA	
ADFW01000001.1||1_partial_1__00011	221.5	S	Virus	1.30E-66	4QCNP	
ADFW01000001.1||1_partial_1__00012	374.7	S	Virus	4.30E-112	4QCYA	cell adhesion
ADFW01000001.1||1_partial_1__00013	434.8	S	Bacteria	2.20E-130	2Z9TX	Siphovirus ReqiPepy6 Gp37-like protein
ADFW01000001.1||1_partial_1__00014	108.5	S	Bacteria	4.50E-31	COG4722	phage tail
ADFW01000001.1||1_partial_1__00015	289.2	D	Archaea	8.50E-86	arCOG11109	Phage tail tape measure protein TP901
ADFW01000001.1||1_partial_1__00016	34.9	S	Bacteria	1.20E-08	32XJQ	unknown
ADFW01000001.1||1_partial_1__00017	19.4	L	Bacteria	0.00072	33MDV	"Bidirectionally degrades single-stranded DNA into large acid-insoluble oligonucleotides, which are then degraded further into small acid-soluble oligonucleotides"
ADFW01000001.1||1_partial_1__00018	150.5	S	Bacteria	4.40E-44	COG5437	major tail protein TP901-1 family
ADFW01000001.1||1_partial_1__00019	93.9	S	Bacteria	7.10E-27	337ZI	Protein of unknown function (DUF3168)
ADFW01000001.1||1_partial_1__00020	182.7	S	Bacteria	3.80E-54	32MM7	unknown
ADFW01000001.1||1_partial_1__00021	114.8	S	Virus	1.90E-33	4QB12	Phage head-tail joining protein
ADFW01000001.1||1_partial_1__00022	90.5	S	Bacteria	4.00E-26	33KVS	Phage gp6-like head-tail connector protein
ADFW01000001.1||1_partial_1__00023	104.3	S	Bacteria	1.10E-29	COG4653	Phage capsid family
ADFW01000001.1||1_partial_1__00024	229.6	OU	Bacteria	9.60E-68	COG0740	serine-type endopeptidase activity
ADFW01000001.1||1_partial_1__00025	238.9	S	Virus	9.80E-71	4QAYV	Phage portal protein
ADFW01000001.1||1_partial_1__00026	539.2	S	Virus	9.30E-162	4QBV3	Phage Terminase
ADFW01000001.1||1_partial_1__00027	92.1	S	Virus	3.00E-26	4QBS6	"Phage terminase, small subunit"
ADFW01000001.1||1_partial_1__00028	73.6	L	Bacteria	1.50E-20	32CGX	unknown
ADFW01000001.1||1_partial_1__00029	71.6	S	Bacteria	5.40E-20	33G8I	unknown
ADFW01000001.1||1_partial_1__00030	60.2	N	Bacteria	1.50E-16	COG1724	mRNA binding
ADFW01000001.1||1_partial_1__00031	198.3	S	Virus	4.10E-59	4QF0X	Pfam:HicB_lk_antitox
ADFW01000001.1||1_partial_1__00032	125.9	S	Bacteria	4.80E-37	33BWX	unknown
ADFW01000001.1||1_partial_1__00033	293.3	S	Bacteria	8.60E-88	33WCR	unknown
ADFW01000001.1||1_partial_1__00034	87.5	S	Bacteria	1.50E-24	33BW7	Protein of unknwon function (DUF3310)
ADFW01000001.1||1_partial_1__00035	298.7	S	Archaea	8.30E-89	arCOG06914	"Phage plasmid primase, P4"
ADFW01000001.1||1_partial_1__00036	165	S	Bacteria	2.60E-48	33C23	unknown
ADFW01000001.1||1_partial_1__00037	19.7	S	Eukarya	0.00035	2R5T3	"zinc-finger of the FCS-type, C2-C2"
ADFW01000001.1||1_partial_1__00038	20.7	S	Virus	0.00035	4QCRP	
ADFW01000001.1||1_partial_1__00039	185	S	Bacteria	9.60E-55	2Z8BH	DNA N-6-adenine-methyltransferase
ADFW01000001.1||1_partial_1__00040	204.5	S	Virus	2.00E-60	4QAW1	
ADFW01000001.1||1_partial_1__00042	89.1	S	Virus	2.30E-25	4QAXV	YopX protein
ADFW01000001.1||1_partial_1__00045	33.9	S	Bacteria	3.00E-08	34A9H	unknown
ADFW01000001.1||1_partial_1__00046	29.9	S	Bacteria	4.80E-07	31SZK	unknown
ADFW01000001.1||1_partial_1__00047	202.2	S	Bacteria	3.30E-60	2ZH15	Protein of unknown function (DUF669)
ADFW01000001.1||1_partial_1__00048	78.3	L	Bacteria	5.50E-22	COG2887	Belongs to the helicase family. UvrD subfamily
ADFW01000001.1||1_partial_1__00049	91.9	L	Bacteria	3.20E-26	COG1591	pfam vrr-nuc
ADFW01000001.1||1_partial_1__00050	58.5	S	Bacteria	6.30E-16	32RH5	unknown
ADFW01000001.1||1_partial_1__00051	30.8	S	Virus	2.10E-07	4QFWZ	Pfam:DUF5406
ADFW01000001.1||1_partial_1__00052	150.3	L	Bacteria	7.80E-45	COG0553	"Transcription regulator that activates transcription by stimulating RNA polymerase (RNAP) recycling in case of stress conditions such as supercoiled DNA or high salt concentrations. Probably acts by releasing the RNAP, when it is trapped or immobilized on tightly supercoiled DNA. Does not activate transcription on linear DNA. Probably not involved in DNA repair"
ADFW01000001.1||1_partial_1__00053	113.4	K	Bacteria	1.30E-32	COG2002	toxin-antitoxin pair type II binding
ADFW01000001.1||1_partial_1__00057	55.1	S	Virus	6.90E-15	4QAIJ	C-5 cytosine-specific DNA methylase
ADFW01000001.1||1_partial_1__00059	21.1	S	Archaea	0.00022	arCOG06113	unknown
ADFW01000001.1||1_partial_1__00063	101.8	S	Bacteria	3.80E-29	33HHF	unknown
ADFW01000001.1||1_partial_1__00065	111.6	S	Virus	1.20E-32	4QC3C	
ADFW01000001.1||1_partial_1__00067	150.3	S	Bacteria	1.20E-44	34AHR	Helix-turn-helix domain
ADFW01000001.1||1_partial_1__00068	116.4	S	Bacteria	1.10E-33	COG3646	Phage regulatory protein
ADFW01000001.1||1_partial_1__00070	40.7	K	Bacteria	1.50E-10	33B2D	Helix-turn-helix XRE-family like proteins
ADFW01000001.1||1_partial_1__00071	50.7	K	Bacteria	1.60E-13	COG1476	TRANSCRIPTIONal
ADFW01000001.1||1_partial_1__00072	100.8	S	Virus	6.10E-29	4QCCB	Pfam:Peptidase_M78
ADFW01000001.1||1_partial_1__00073	216.7	S	Virus	6.10E-64	4QAQE	Phage integrase family
ADFW01000001.1||1_partial_1__00074	20.2	S	Bacteria	0.00025	31QTN	unknown
ADFW01000001.1||1_partial_1__00075	147.8	S	Bacteria	1.10E-43	34C4Y	unknown
ADFW01000001.1||1_partial_1__00076	340.7	S	Bacteria	3.20E-102	30CG0	unknown
ADFW01000001.1||1_partial_1__00078	182.6	S	Bacteria	2.50E-54	33IDB	unknown
ADFW01000001.1||1_partial_1__00079	92.4	S	Bacteria	2.70E-26	33R9M	unknown
ADFW01000001.1||1_partial_1__00080	94.3	K	Bacteria	3.00E-27	334GS	Transcriptional regulator
ADFW01000001.1||1_partial_1__00083	37.1	S	Virus	2.60E-09	4QAZY	N-acetylmuramoyl-L-alanine amidase
ADFW01000001.1||1_partial_1__00084	98	S	Virus	6.80E-28	4QAZY	N-acetylmuramoyl-L-alanine amidase
ADFW01000001.1||1_partial_1__00085	151.5	S	Bacteria	3.20E-44	COG4824	toxin secretion phage lysis holin
ADFW01000001.1||1_partial_1__00086	58.5	S	Bacteria	5.80E-16	32KD7	XkdW protein
ADFW01000001.1||1_partial_1__00087	112.5	S	Bacteria	4.00E-32	COG4926	Phage minor structural protein
ADFW01000001.1||1_partial_1__00088	228.9	S	Virus	1.40E-67	4QBF8	Phage tail protein
ADFW01000001.1||1_partial_1__00089	111.4	S	Bacteria	4.90E-32	COG5293	efflux transmembrane transporter activity
ADFW01000001.1||1_partial_1__00090	129.4	D	Archaea	1.70E-37	arCOG11109	Phage tail tape measure protein TP901
ADFW01000001.1||1_partial_1__00091	21.7	S	Bacteria	0.00016	306MF	unknown
ADFW01000001.1||1_partial_1__00092	161.9	S	Bacteria	6.30E-48	2ZJA0	unknown
ADFW01000001.1||1_partial_1__00094	43.6	S	Bacteria	2.30E-11	305KB	unknown
ADFW01000001.1||1_partial_1__00095	167.4	S	Bacteria	1.20E-49	333I9	unknown
ADFW01000001.1||1_partial_1__00096	187.7	S	Bacteria	7.90E-56	34B2Z	unknown
ADFW01000001.1||1_partial_1__00097	135.9	S	Bacteria	5.80E-40	33IQ1	unknown
ADFW01000001.1||1_partial_1__00098	179.7	S	Bacteria	1.70E-53	33EYZ	unknown
ADFW01000001.1||1_partial_1__00099	328.6	S	Bacteria	4.10E-98	2Z9G2	unknown
ADFW01000001.1||1_partial_1__00100	127.3	S	Bacteria	8.90E-37	32REC	unknown
ADFW01000001.1||1_partial_1__00101	386.6	S	Bacteria	7.00E-116	2ZDNK	Phage minor capsid protein 2
ADFW01000001.1||1_partial_1__00102	712.7	S	Bacteria	2.00E-214	2Z99R	unknown
ADFW01000001.1||1_partial_1__00103	130.2	S	Bacteria	1.10E-37	COG5362	TIGRFAM Phage
ADFW01000001.1||1_partial_1__00104	192	S	Virus	1.70E-56	4QED6	
ADFW01000001.1||1_partial_1__00106	234.8	S	Bacteria	1.80E-70	306DF	unknown
ADFW01000001.1||1_partial_1__00110	238	S	Eukarya	1.50E-70	2SSV3	"Transposase, Mutator family"
ADFW01000001.1||1_partial_1__00111	96.5	S	Bacteria	1.20E-27	30DEH	Helix-turn-helix domain
ADFW01000001.1||1_partial_1__00112	39.2	S	Bacteria	6.00E-10	324U1	unknown
ADFW01000001.1||1_partial_1__00113	175.1	S	Bacteria	7.10E-52	339UU	unknown
ADFW01000001.1||1_partial_1__00114	79.9	S	Bacteria	2.30E-22	2ZTP8	unknown
ADFW01000001.1||1_partial_1__00115	273.5	L	Eukarya	3.20E-81	2S3P9	C-5 cytosine-specific DNA methylase
ADFW01000001.1||1_partial_1__00116	133.6	L	Bacteria	3.20E-39	COG4646	helicase C-terminal domain protein
ADFW01000001.1||1_partial_1__00117	65.1	S	Bacteria	4.40E-18	3427Z	unknown
ADFW01000001.1||1_partial_1__00118	168.8	S	Virus	1.10E-49	4QH1I	kinase activity
ADFW01000001.1||1_partial_1__00119	241.6	S	Bacteria	1.60E-71	344MR	unknown
ADFW01000001.1||1_partial_1__00120	159.8	S	Bacteria	4.70E-47	COG3600	Phage-associated protein
ADFW01000001.1||1_partial_1__00121	19.9	T	Bacteria	0.00076	COG2336	PFAM SpoVT AbrB
ADFW01000001.1||1_partial_1__00122	189.7	S	Bacteria	1.70E-56	344MB	unknown
ADFW01000001.1||1_partial_1__00125	80	F	Bacteria	1.80E-22	COG0756	dUTP diphosphatase activity
ADFW01000001.1||1_partial_1__00127	122	S	Bacteria	1.50E-35	2ZX4A	Crossover junction endodeoxyribonuclease RuvC
ADFW01000001.1||1_partial_1__00128	396.9	S	Bacteria	5.70E-119	31R99	unknown
ADFW01000001.1||1_partial_1__00129	129.3	L	Bacteria	1.60E-37	COG2176	DNA-directed DNA polymerase activity
ADFW01000001.1||1_partial_1__00131	189.8	L	Bacteria	9.60E-56	COG0749	"In addition to polymerase activity, this DNA polymerase exhibits 5'-3' exonuclease activity"
ADFW01000001.1||1_partial_1__00133	95.6	S	Virus	3.10E-27	4QAKM	DNA polymerase family A
ADFW01000001.1||1_partial_1__00135	105.4	S	Bacteria	2.90E-30	2ZHNQ	unknown
ADFW01000001.1||1_partial_1__00136	29.6	S	Virus	4.50E-07	4QE40	
ADFW01000001.1||1_partial_1__00137	223.6	S	Bacteria	5.30E-67	340HJ	unknown
ADFW01000001.1||1_partial_1__00139	127.4	S	Bacteria	1.70E-37	33BWX	unknown
ADFW01000001.1||1_partial_1__00140	407.3	S	Bacteria	2.50E-122	33UYI	unknown
ADFW01000001.1||1_partial_1__00141	252.4	S	Bacteria	2.60E-75	2ZJSU	unknown
ADFW01000001.1||1_partial_1__00142	54.7	S	Bacteria	1.00E-14	30DQ3	unknown
ADFW01000001.1||1_partial_1__00143	147.5	S	Virus	5.00E-43	4QGKC	Toprim-like
ADFW01000001.1||1_partial_1__00144	87.6	S	Virus	9.70E-25	4QAWG	DnaB-like helicase C terminal domain
ADFW01000001.1||1_partial_1__00145	104.9	S	Virus	4.70E-30	4QBU2	IstB-like ATP binding protein
ADFW01000001.1||1_partial_1__00149	267	S	Bacteria	1.90E-79	3376A	Protein of unknown function (DUF3102)
ADFW01000001.1||1_partial_1__00150	166.8	S	Bacteria	1.70E-49	33J00	unknown
ADFW01000001.1||1_partial_1__00151	180.2	S	Bacteria	1.80E-53	303VI	unknown
ADFW01000001.1||1_partial_1__00152	59.4	S	Bacteria	3.00E-16	2ZPT8	unknown
ADFW01000001.1||1_partial_1__00153	138.1	S	Bacteria	3.90E-40	338RX	unknown
ADFW01000001.1||1_partial_1__00154	87.3	S	Bacteria	4.80E-25	30R40	unknown
ADFW01000001.1||1_partial_1__00156	97.8	S	Bacteria	6.60E-28	33JGF	unknown
ADFW01000001.1||2_partial_1__00001	287	S	Bacteria	4.50E-86	32R5A	Spore coat protein
ADFW01000001.1||2_partial_1__00002	145	S	Bacteria	8.00E-43	34C4Y	unknown
ADFW01000001.1||2_partial_1__00003	45.3	S	Bacteria	7.30E-12	33ATC	Domain of unknown function (DUF4352)
ADFW01000001.1||2_partial_1__00004	295.5	S	Bacteria	2.10E-88	30CG0	unknown
ADFW01000001.1||2_partial_1__00007	189	S	Virus	1.20E-55	4QAZY	N-acetylmuramoyl-L-alanine amidase
ADFW01000001.1||2_partial_1__00008	153.3	S	Bacteria	8.90E-45	COG4824	toxin secretion phage lysis holin
ADFW01000001.1||2_partial_1__00009	56.6	S	Bacteria	2.20E-15	32KD7	XkdW protein
ADFW01000001.1||2_partial_1__00010	116.1	S	Bacteria	3.30E-33	COG4926	Phage minor structural protein
ADFW01000001.1||2_partial_1__00011	227.9	S	Virus	2.80E-67	4QBF8	Phage tail protein
ADFW01000001.1||2_partial_1__00012	242.2	D	Archaea	1.40E-71	arCOG11109	Phage tail tape measure protein TP901
ADFW01000001.1||2_partial_1__00013	161.6	S	Bacteria	8.30E-48	2ZJA0	unknown
ADFW01000001.1||2_partial_1__00014	67.1	S	Bacteria	1.30E-18	305KB	unknown
ADFW01000001.1||2_partial_1__00015	166.1	S	Bacteria	3.10E-49	333I9	unknown
ADFW01000001.1||2_partial_1__00016	189.6	S	Bacteria	2.10E-56	34B2Z	unknown
ADFW01000001.1||2_partial_1__00017	135.1	S	Bacteria	1.10E-39	33IQ1	unknown
ADFW01000001.1||2_partial_1__00018	177.4	S	Bacteria	9.00E-53	33EYZ	unknown
ADFW01000001.1||2_partial_1__00019	304.6	S	Bacteria	7.90E-91	2Z9G2	unknown
ADFW01000001.1||2_partial_1__00020	124	S	Bacteria	9.10E-36	32REC	unknown
ADFW01000001.1||2_partial_1__00021	390.7	S	Bacteria	4.00E-117	2ZDNK	Phage minor capsid protein 2
ADFW01000001.1||2_partial_1__00022	649	S	Bacteria	3.90E-195	2Z99R	unknown
ADFW01000001.1||2_partial_1__00023	338.5	S	Bacteria	7.00E-101	COG5362	TIGRFAM Phage
ADFW01000001.1||2_partial_1__00026	234.8	S	Bacteria	1.80E-70	306DF	unknown
ADFW01000001.1||2_partial_1__00030	244.2	S	Bacteria	1.30E-72	33D1T	unknown
ADFW01000001.1||2_partial_1__00031	52.2	S	Bacteria	5.40E-14	2ZW04	unknown
ADFW01000001.1||2_partial_1__00032	85	S	Virus	4.30E-24	4QF0X	Pfam:HicB_lk_antitox
ADFW01000001.1||2_partial_1__00034	197.3	S	Bacteria	9.90E-59	339UU	unknown
ADFW01000001.1||2_partial_1__00035	73.7	S	Bacteria	1.70E-20	2ZTP8	unknown
ADFW01000001.1||2_partial_1__00036	133.6	L	Bacteria	3.20E-39	COG4646	helicase C-terminal domain protein
ADFW01000001.1||2_partial_1__00037	62.8	S	Bacteria	2.30E-17	3427Z	unknown
ADFW01000001.1||2_partial_1__00038	167.5	S	Virus	2.80E-49	4QH1I	kinase activity
ADFW01000001.1||2_partial_1__00039	204.1	S	Bacteria	4.10E-60	344MR	unknown
ADFW01000001.1||2_partial_1__00041	29.9	S	Bacteria	4.50E-07	COG3600	Phage-associated protein
ADFW01000001.1||2_partial_1__00042	58.8	S	Bacteria	5.60E-16	COG3600	Phage-associated protein
ADFW01000001.1||2_partial_1__00044	20	S	Bacteria	0.00054	2ZM7W	unknown
ADFW01000001.1||2_partial_1__00045	185.1	S	Bacteria	4.60E-55	344MB	unknown
ADFW01000001.1||2_partial_1__00048	22.7	S	Bacteria	0.0001	33GZ2	unknown
ADFW01000001.1||2_partial_1__00049	113.1	S	Bacteria	4.10E-33	307HJ	unknown
ADFW01000001.1||2_partial_1__00051	197.6	F	Bacteria	1.80E-58	COG0756	dUTP diphosphatase activity
ADFW01000001.1||2_partial_1__00052	267.6	S	Virus	1.20E-79	4QC2G	"Ribonucleotide reductase, small chain"
ADFW01000001.1||2_partial_1__00053	609.8	S	Virus	6.10E-183	4QAXQ	"Ribonucleotide reductase, barrel domain"
ADFW01000001.1||2_partial_1__00054	183.6	S	Bacteria	1.20E-54	2ZX4A	Crossover junction endodeoxyribonuclease RuvC
ADFW01000001.1||2_partial_1__00055	360.1	S	Bacteria	8.90E-108	31R99	unknown
ADFW01000001.1||2_partial_1__00056	129.1	L	Bacteria	1.90E-37	COG2176	DNA-directed DNA polymerase activity
ADFW01000001.1||2_partial_1__00058	190.6	L	Bacteria	5.40E-56	COG0749	"In addition to polymerase activity, this DNA polymerase exhibits 5'-3' exonuclease activity"
ADFW01000001.1||2_partial_1__00060	97.7	L	Bacteria	7.60E-28	COG0749	"In addition to polymerase activity, this DNA polymerase exhibits 5'-3' exonuclease activity"
ADFW01000001.1||2_partial_1__00061	99.3	S	Bacteria	2.10E-28	2ZHNQ	unknown
ADFW01000001.1||2_partial_1__00062	19.5	S	Bacteria	0.00032	2ZHNQ	unknown
ADFW01000001.1||2_partial_1__00063	36.9	S	Virus	2.40E-09	4QE40	
ADFW01000001.1||2_partial_1__00064	224.4	S	Bacteria	3.00E-67	340HJ	unknown
ADFW01000001.1||2_partial_1__00066	121	S	Bacteria	1.60E-35	33BWX	unknown
ADFW01000001.1||2_partial_1__00067	413	S	Bacteria	4.50E-124	33UYI	unknown
ADFW01000001.1||2_partial_1__00068	221.5	S	Bacteria	7.40E-66	2ZJSU	unknown
ADFW01000001.1||2_partial_1__00069	54.5	S	Bacteria	1.10E-14	30DQ3	unknown
ADFW01000001.1||2_partial_1__00070	156.4	S	Virus	9.50E-46	4QGKC	Toprim-like
ADFW01000001.1||2_partial_1__00071	86.2	S	Virus	2.50E-24	4QAWG	DnaB-like helicase C terminal domain
ADFW01000001.1||2_partial_1__00072	103.1	S	Virus	1.70E-29	4QBU2	IstB-like ATP binding protein
ADFW01000001.1||2_partial_1__00075	226.7	S	Bacteria	3.70E-67	3376A	Protein of unknown function (DUF3102)
ADFW01000001.1||2_partial_1__00076	167.6	S	Bacteria	9.90E-50	33J00	unknown
ADFW01000001.1||2_partial_1__00077	139.9	S	Bacteria	5.50E-41	303VI	unknown
ADFW01000001.1||2_partial_1__00078	54.8	S	Bacteria	7.60E-15	2ZPT8	unknown
ADFW01000001.1||2_partial_1__00080	153.3	S	Bacteria	9.10E-45	338RX	unknown
ADFW01000001.1||2_partial_1__00081	39.8	S	Bacteria	3.50E-10	30EA8	unknown
ADFW01000001.1||2_partial_1__00083	92.4	S	Bacteria	1.30E-26	30R40	unknown
ADFW01000001.1||2_partial_1__00085	165.8	S	Bacteria	1.60E-48	COG3645	SOS response
ADFW01000001.1||2_partial_1__00086	99.5	S	Virus	2.00E-28	4QEX6	
ADFW01000001.1||2_partial_1__00087	31.2	S	Bacteria	2.00E-07	COG3646	Phage regulatory protein
ADFW01000001.1||3_partial_1__00001	20.8	M	Bacteria	8.20E-05	COG0562	UDP-galactopyranose mutase
ADFW01000001.1||3_partial_1__00002	75.8	S	Bacteria	1.80E-21	32F6H	unknown
ADFW01000001.1||3_partial_1__00003	169.6	S	Bacteria	4.40E-50	306J4	unknown
ADFW01000001.1||3_partial_1__00004	147.5	S	Bacteria	4.30E-43	34APJ	unknown
ADFW01000001.1||3_partial_1__00005	68	K	Bacteria	1.20E-18	COG3655	Transcriptional regulator
ADFW01000001.1||3_partial_1__00009	28.8	S	Bacteria	1.10E-06	305FI	unknown
ADFW01000001.1||3_partial_1__00010	44.6	S	Bacteria	1.30E-11	305RG	unknown
ADFW01000001.1||3_partial_1__00011	35.5	S	Bacteria	6.80E-09	332TN	Cro/C1-type HTH DNA-binding domain
ADFW01000001.1||3_partial_1__00012	234.8	S	Bacteria	1.20E-69	342AB	Clostridium epsilon toxin ETX/Bacillus mosquitocidal toxin MTX2
