prokka_locus_tag,phage_seq,protein_num,length_bp_prok,gene_prok,EC_number+prok,phrog_name,phrog_num,COG_prok,product_prok
ADFW01000001.1||0_partial_1__00114,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_114,1224,,phrog_2331,phrog,2331,,transposase
ADFW01000001.1||0_partial_1__00115,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_115,279,,,,,,hypothetical protein
ADFW01000001.1||0_partial_1__00116,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_116,339,,,,,,hypothetical protein
ADFW01000001.1||0_partial_1__00117,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_117,267,,phrog_37475,phrog,37475,,hypothetical protein
ADFW01000001.1||0_partial_1__00118,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_118,300,,phrog_18811,phrog,18811,,toxin
ADFW01000001.1||0_partial_1__00119,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_119,171,,phrog_18811,phrog,18811,,toxin
ADFW01000001.1||0_partial_1__00120,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_120,1053,,phrog_18811,phrog,18811,,toxin
ADFW01000001.1||0_partial_1__00121,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_121,405,,,,,,hypothetical protein
ADFW01000001.1||0_partial_1__00122,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_122,237,,phrog_151,phrog,151,,transposase
ADFW01000001.1||0_partial_1__00123,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_123,831,,phrog_157,phrog,157,,transposase
ADFW01000001.1||0_partial_1__00124,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_124,327,,,,,,hypothetical protein
ADFW01000001.1||0_partial_1__00125,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_125,267,,,,,,hypothetical protein
ADFW01000001.1||0_partial_1__00126,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_126,1044,,,,,,hypothetical protein
ADFW01000001.1||0_partial_1__00127,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_127,264,,,,,,hypothetical protein
ADFW01000001.1||0_partial_1__00128,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_128,378,,,,,,hypothetical protein
ADFW01000001.1||0_partial_1__00129,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_129,1224,,phrog_2331,phrog,2331,,transposase
ADFW01000001.1||0_partial_1__00130,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_130,1047,,,,,,hypothetical protein
ADFW01000001.1||0_partial_1__00131,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_131,333,,,,,,hypothetical protein
ADFW01000001.1||0_partial_1__00132,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_132,717,,,,,,hypothetical protein
ADFW01000001.1||0_partial_1__00133,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_133,1416,,phrog_19584,phrog,19584,,hypothetical protein
ADFW01000001.1||0_partial_1__00134,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_134,852,,phrog_26888,phrog,26888,,hypothetical protein
ADFW01000001.1||0_partial_1__00135,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_135,1125,,phrog_1802,phrog,1802,,radical SAM domain-containing protein
ADFW01000001.1||0_partial_1__00136,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_136,1371,,phrog_10948,phrog,10948,,hypothetical protein
ADFW01000001.1||0_partial_1__00137,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_137,459,,phrog_157,phrog,157,,transposase
ADFW01000001.1||0_partial_1__00138,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_138,240,,phrog_157,phrog,157,,transposase
ADFW01000001.1||0_partial_1__00139,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_139,684,,phrog_151,phrog,151,,transposase
ADFW01000001.1||0_partial_1__00140,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_140,363,,,,,,hypothetical protein
ADFW01000001.1||0_partial_1__00141,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_141,267,,phrog_34474,phrog,34474,,hypothetical protein
ADFW01000001.1||0_partial_1__00142,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_142,384,,phrog_7573,phrog,7573,,hypothetical protein
ADFW01000001.1||0_partial_1__00143,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_143,1449,,phrog_95,phrog,95,,integrase
ADFW01000001.1||0_partial_1__00144,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_144,651,,phrog_4,phrog,4,,transcriptional repressor
ADFW01000001.1||0_partial_1__00145,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_145,240,,,,,,hypothetical protein
ADFW01000001.1||0_partial_1__00146,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_146,174,,,,,,hypothetical protein
ADFW01000001.1||0_partial_1__00147,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_147,228,,phrog_10535,phrog,10535,,hypothetical protein
ADFW01000001.1||0_partial_1__00148,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_148,174,,phrog_13275,phrog,13275,,hypothetical protein
ADFW01000001.1||0_partial_1__00149,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_149,756,,phrog_130,phrog,130,,anti-repressor Ant
ADFW01000001.1||0_partial_1__00150,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_150,480,,phrog_12825,phrog,12825,,hypothetical protein
ADFW01000001.1||0_partial_1__00151,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_151,264,,phrog_8406,phrog,8406,,hypothetical protein
ADFW01000001.1||0_partial_1__00152,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_152,291,,phrog_8288,phrog,8288,,hypothetical protein
ADFW01000001.1||0_partial_1__00153,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_153,1290,,phrog_1499,phrog,1499,,hypothetical protein
ADFW01000001.1||0_partial_1__00154,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_154,231,,phrog_1499,phrog,1499,,hypothetical protein
ADFW01000001.1||0_partial_1__00155,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_155,198,,phrog_5189,phrog,5189,,hypothetical protein
ADFW01000001.1||0_partial_1__00156,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_156,903,,phrog_2780,phrog,2780,,RecT-like ssDNA annealing protein
ADFW01000001.1||0_partial_1__00157,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_157,759,,phrog_392,phrog,392,,metal-dependent hydrolase
ADFW01000001.1||0_partial_1__00158,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_158,315,,phrog_7503,phrog,7503,,hypothetical protein
ADFW01000001.1||0_partial_1__00159,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_159,339,,phrog_2514,phrog,2514,,DnaD-like helicase loader
ADFW01000001.1||0_partial_1__00160,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_160,495,,phrog_2514,phrog,2514,,DnaD-like helicase loader
ADFW01000001.1||0_partial_1__00161,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_161,1323,,phrog_19,phrog,19,,DnaB-like replicative helicase
ADFW01000001.1||0_partial_1__00162,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_162,306,,phrog_6868,phrog,6868,,hypothetical protein
ADFW01000001.1||0_partial_1__00163,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_163,1038,,phrog_363,phrog,363,,DNA methyltransferase
ADFW01000001.1||0_partial_1__00164,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_164,183,,phrog_7018,phrog,7018,,hypothetical protein
ADFW01000001.1||0_partial_1__00165,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_165,216,,phrog_6998,phrog,6998,,hypothetical protein
ADFW01000001.1||0_partial_1__00166,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_166,558,,phrog_159,phrog,159,,RuvC-like Holliday junction resolvase
ADFW01000001.1||0_partial_1__00167,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_167,459,,phrog_5494,phrog,5494,,hypothetical protein
ADFW01000001.1||0_partial_1__00168,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_168,459,,phrog_248,phrog,248,,transcriptional activator
ADFW01000001.1||0_partial_1__00169,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_169,282,,phrog_15506,phrog,15506,,hypothetical protein
ADFW01000001.1||0_partial_1__00170,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_170,1131,,phrog_95,phrog,95,,integrase
ADFW01000001.1||0_partial_1__00171,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_171,435,,,,,,hypothetical protein
ADFW01000001.1||0_partial_1__00172,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_172,183,,,,,,hypothetical protein
ADFW01000001.1||0_partial_1__00173,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_173,465,,phrog_2331,phrog,2331,,transposase
ADFW01000001.1||0_partial_1__00174,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_174,456,,phrog_2331,phrog,2331,,transposase
ADFW01000001.1||0_partial_1__00175,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_175,639,,,,,,hypothetical protein
ADFW01000001.1||0_partial_1__00176,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_176,279,,phrog_379,phrog,379,,DNA binding protein
ADFW01000001.1||0_partial_1__00177,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_177,207,,phrog_729,phrog,729,,cold shock protein
ADFW01000001.1||0_partial_1__00178,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_178,906,,phrog_1,phrog,1,,integrase
ADFW01000001.1||0_partial_1__00179,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_179,1770,,,,,,hypothetical protein
ADFW01000001.1||0_partial_1__00180,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_180,1596,,,,,,hypothetical protein
ADFW01000001.1||0_partial_1__00181,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_181,195,,,,,,hypothetical protein
ADFW01000001.1||0_partial_1__00182,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_182,219,,,,,,hypothetical protein
ADFW01000001.1||0_partial_1__00183,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_183,360,,phrog_157,phrog,157,,transposase
ADFW01000001.1||0_partial_1__00184,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_184,1224,,phrog_2331,phrog,2331,,transposase
ADFW01000001.1||0_partial_1__00185,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_185,948,ldh1,1.1.1.27,1.1.1.27,,,L-lactate dehydrogenase 1
ADFW01000001.1||0_partial_1__00186,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_186,642,desVI,2.1.1.234,2.1.1.234,,,"dTDP-3-amino-3,4,6-trideoxy-alpha-D-glucopyranose"
ADFW01000001.1||0_partial_1__00187,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_187,984,gloB,3.1.2.6,3.1.2.6,,,Hydroxyacylglutathione hydrolase
ADFW01000001.1||0_partial_1__00188,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_188,1242,,phrog_1,phrog,1,,integrase
ADFW01000001.1||0_partial_1__00189,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_189,480,,phrog_87,phrog,87,,metallo-protease
ADFW01000001.1||0_partial_1__00190,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_190,660,,phrog_8,phrog,8,,transcriptional regulator
ADFW01000001.1||0_partial_1__00191,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_191,237,,phrog_8,phrog,8,,transcriptional regulator
ADFW01000001.1||0_partial_1__00192,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_192,825,,phrog_6486,phrog,6486,,hypothetical protein
ADFW01000001.1||0_partial_1__00193,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_193,390,,phrog_26848,phrog,26848,,hypothetical protein
ADFW01000001.1||0_partial_1__00194,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_194,765,,phrog_373,phrog,373,,anti-repressor
ADFW01000001.1||0_partial_1__00195,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_195,294,,,,,,hypothetical protein
ADFW01000001.1||0_partial_1__00196,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_196,639,,phrog_10141,phrog,10141,,hypothetical protein
ADFW01000001.1||0_partial_1__00197,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_197,216,,,,,,hypothetical protein
ADFW01000001.1||0_partial_1__00198,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_198,132,,,,,,hypothetical protein
ADFW01000001.1||0_partial_1__00199,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_199,258,,phrog_10535,phrog,10535,,hypothetical protein
ADFW01000001.1||0_partial_1__00200,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_200,195,,phrog_13275,phrog,13275,,hypothetical protein
ADFW01000001.1||0_partial_1__00201,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_201,273,,phrog_13817,phrog,13817,,hypothetical protein
ADFW01000001.1||0_partial_1__00202,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_202,219,,phrog_9497,phrog,9497,,hypothetical protein
ADFW01000001.1||0_partial_1__00203,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_203,234,,,,,,hypothetical protein
ADFW01000001.1||0_partial_1__00204,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_204,189,,phrog_22142,phrog,22142,,hypothetical protein
ADFW01000001.1||0_partial_1__00205,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_205,390,,phrog_36416,phrog,36416,,hypothetical protein
ADFW01000001.1||0_partial_1__00206,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_206,240,,phrog_30631,phrog,30631,,hypothetical protein
ADFW01000001.1||0_partial_1__00207,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_207,159,,,,,,hypothetical protein
ADFW01000001.1||0_partial_1__00208,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_208,120,,,,,,hypothetical protein
ADFW01000001.1||0_partial_1__00209,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_209,216,,,,,,hypothetical protein
ADFW01000001.1||0_partial_1__00210,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_210,699,,phrog_363,phrog,363,,DNA methyltransferase
ADFW01000001.1||0_partial_1__00211,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_211,222,,phrog_31314,phrog,31314,,hypothetical protein
ADFW01000001.1||0_partial_1__00212,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_212,351,,phrog_18759,phrog,18759,,hypothetical protein
ADFW01000001.1||0_partial_1__00213,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_213,255,,phrog_4681,phrog,4681,,antitoxin from a toxin-antitoxin system
ADFW01000001.1||0_partial_1__00214,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_214,147,,,,,,hypothetical protein
ADFW01000001.1||0_partial_1__00215,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_215,171,,,,,,hypothetical protein
ADFW01000001.1||0_partial_1__00216,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_216,387,,phrog_18562,phrog,18562,,hypothetical protein
ADFW01000001.1||0_partial_1__00217,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_217,1188,,phrog_69,phrog,69,,exonuclease
ADFW01000001.1||0_partial_1__00218,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_218,600,,phrog_112,phrog,112,,Gp2.5-like ssDNA binding protein and ssDNA annealing protein
ADFW01000001.1||0_partial_1__00219,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_219,1989,,phrog_17,phrog,17,,DNA polymerase
ADFW01000001.1||0_partial_1__00220,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_220,201,,phrog_7018,phrog,7018,,hypothetical protein
ADFW01000001.1||0_partial_1__00221,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_221,333,,phrog_34095,phrog,34095,,hypothetical protein
ADFW01000001.1||0_partial_1__00222,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_222,237,,,,,,hypothetical protein
ADFW01000001.1||0_partial_1__00223,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_223,387,,phrog_98,phrog,98,,hypothetical protein
ADFW01000001.1||0_partial_1__00224,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_224,213,,,,,,hypothetical protein
ADFW01000001.1||0_partial_1__00225,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_225,159,,phrog_18759,phrog,18759,,hypothetical protein
ADFW01000001.1||0_partial_1__00226,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_226,201,,,,,,hypothetical protein
ADFW01000001.1||0_partial_1__00227,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_227,516,,phrog_1065,phrog,1065,,hypothetical protein
ADFW01000001.1||0_partial_1__00228,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_228,591,,phrog_26000,phrog,26000,,hypothetical protein
ADFW01000001.1||0_partial_1__00229,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_229,2328,,phrog_256,phrog,256,,DNA helicase
ADFW01000001.1||0_partial_1__00230,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_230,279,,phrog_93,phrog,93,,endonuclease
ADFW01000001.1||0_partial_1__00231,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_231,1392,,phrog_62,phrog,62,,DNA helicase
ADFW01000001.1||0_partial_1__00232,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_232,255,,phrog_236,phrog,236,,nucleotide kinase
ADFW01000001.1||0_partial_1__00233,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_233,624,,phrog_36,phrog,36,,transcriptional regulator
ADFW01000001.1||0_partial_1__00234,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_234,207,,phrog_1454,phrog,1454,,hypothetical protein
ADFW01000001.1||0_partial_1__00235,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_235,225,,phrog_353,phrog,353,,toxin
ADFW01000001.1||0_partial_1__00236,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_236,411,,phrog_497,phrog,497,,toxin-antitoxin system HicB-like protein
ADFW01000001.1||0_partial_1__00237,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_237,273,,phrog_1315,phrog,1315,,hypothetical protein
ADFW01000001.1||0_partial_1__00238,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_238,351,,,,,,hypothetical protein
ADFW01000001.1||0_partial_1__00239,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_239,345,,phrog_119,phrog,119,,HNH endonuclease
ADFW01000001.1||0_partial_1__00240,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_240,315,,phrog_361,phrog,361,,terminase small subunit
ADFW01000001.1||0_partial_1__00241,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_241,1728,,phrog_9,phrog,9,,terminase large subunit
ADFW01000001.1||0_partial_1__00242,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_242,1236,,phrog_12,phrog,12,,portal protein
ADFW01000001.1||0_partial_1__00243,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_243,756,,phrog_94,phrog,94,,head maturation protease
ADFW01000001.1||0_partial_1__00244,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_244,1143,,phrog_10,phrog,10,,major head protein
ADFW01000001.1||0_partial_1__00245,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_245,264,,phrog_40,phrog,40,,head-tail adaptor Ad1
ADFW01000001.1||0_partial_1__00246,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_246,321,,phrog_25,phrog,25,,head closure Hc1
ADFW01000001.1||0_partial_1__00247,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_247,393,,phrog_5,phrog,5,,tail completion or Neck1 protein
ADFW01000001.1||0_partial_1__00248,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_248,330,,phrog_78,phrog,78,,tail terminator
ADFW01000001.1||0_partial_1__00249,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_249,597,,phrog_88,phrog,88,,major tail protein
ADFW01000001.1||0_partial_1__00250,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_250,372,,phrog_2115,phrog,2115,,tail protein
ADFW01000001.1||0_partial_1__00251,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_251,3705,,phrog_1272,phrog,1272,,tail length tape measure protein
ADFW01000001.1||0_partial_1__00252,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_252,867,,phrog_33,phrog,33,,distal tail protein Dit
ADFW01000001.1||0_partial_1__00253,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_253,1119,,phrog_538,phrog,538,,minor tail protein
ADFW01000001.1||0_partial_1__00254,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_254,1074,,phrog_5339,phrog,5339,,virion structural protein
ADFW01000001.1||0_partial_1__00255,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_255,342,,phrog_6220,phrog,6220,,hypothetical protein
ADFW01000001.1||0_partial_1__00256,ADFW01000001.1||0_partial_1,ADFW01000001.1||0_partial_1_256,162,,phrog_134,phrog,134,,hypothetical protein
